"","words","term.freq","doc.freq"
"105793","eved",1,1
"105794","gapes",1,1
"105795","coppers",1,1
"105796","yataghans",1,1
"105797","infrequently",2,2
"105798","lainblprlu.e",1,1
"105799","aeoonipliem",1,1
"105800","wtarrh",1,1
"105801","exposing",1,1
"105802","inclement",1,1
"105803","todleben",1,1
"105804","metaphor",2,2
"105805","g.kve",1,1
"105806","ancea",1,1
"105807","wherv",2,2
"105808","aduuauiites",1,1
"105809","frean",1,1
"105810","wbter",1,1
"105811","terrier",12,5
"105812","dugert",1,1
"105813","paration",1,1
"105814","woolwiwh",1,1
"105815","doivfc",1,1
"105816","qfc",1,1
"105817","forbear",1,1
"105818","reser",1,1
"105819","condolences",1,1
"105820","arcaitic",1,1
"105821","jaeh",1,1
"105822","biulcgs",1,1
"105823","eays",1,1
"105824","ofwatervmufcauvas",1,1
"105825","h.rsbwni.ro",1,1
"105826","qut",1,1
"105827","etde",1,1
"105828","raeli",1,1
"105829","cabn.et",1,1
"105830","cle.r",1,1
"105831","omc",2,2
"105832","eomfort",1,1
"105833","apli",1,1
"105834","swsw",1,1
"105835","mornmg",1,1
"105836","oroninary",1,1
"105837","casks",3,3
"105838","heom",1,1
"105839","climbeil",1,1
"105840","ofapeer",1,1
"105841","smammwm",1,1
"105842","mmmih",1,1
"105843","culpable",1,1
"105844","fanatl",1,1
"105845","wades",1,1
"105846","jefe",1,1
"105847","politico",2,2
"105848","ingnlar",1,1
"105849","banns",1,1
"105850","mwèèmm",1,1
"105851","venin",1,1
"105852","puy-ouillon",1,1
"105853","montiucon",1,1
"105854","resounding",1,1
"105855","mlaaary",1,1
"105856","twoeendar",1,1
"105857","cheit",1,1
"105858","commissary",2,1
"105859","eungt",1,1
"105860","climax",5,5
"105861","ndmitt",1,1
"105862","aunza",1,1
"105863","echoing",1,1
"105864","mpa",1,1
"105865","cemui",1,1
"105866","mply",1,1
"105867","acampe",1,1
"105868","blackmailing",1,1
"105869","uched",1,1
"105870","pseudo",1,1
"105871","coooanuts",1,1
"105872","fiait",1,1
"105873","crews",3,2
"105874","ves-army",1,1
"105875","aversion",1,1
"105876","nunrber",1,1
"105877","kuicides",1,1
"105878","huxrasteed",1,1
"105879","garde",3,3
"105880","cuttings",4,3
"105881","betd",1,1
"105882","ends.eof",1,1
"105883","iruiuin",1,1
"105884","greenhouse",1,1
"105885","puehlng",1,1
"105886","wholewsle",1,1
"105887","ooinmmvra",1,1
"105888","nstarlea",1,1
"105889","heud",1,1
"105890","iuiÿoittir",1,1
"105891","pvrohahb",1,1
"105892","oakkiaob",1,1
"105893","ci*t",1,1
"105894","otllar",1,1
"105895","faiutlie",1,1
"105896","isssur.sv&vsffja",1,1
"105897","g*iu",1,1
"105898","ah«let",1,1
"105899","belliflilt",1,1
"105900","reedy",1,1
"105901","p""o",1,1
"105902","aokled",1,1
"105903","seasou",1,1
"105904","ma«e*iue",1,1
"105905","b.-e",1,1
"105906","ttlhle",1,1
"105907","tkank",1,1
"105908","itll-kn",1,1
"105909","whitl",1,1
"105910","boaeemer",1,1
"105911","cusui",1,1
"105912","bprlll",1,1
"105913","nki",2,2
"105914","aokrapt",1,1
"105915","montserrat",1,1
"105916","b«st",1,1
"105917","woetirghouw",1,1
"105918","tntctl",1,1
"105919","aille",4,4
"105920","lambeth",2,2
"105921","djdn",1,1
"105922","j}id",1,1
"105923","hugged",1,1
"105924","iasraus",1,1
"105925","sgsr.sa.w",1,1
"105926","ædüif",1,1
"105927","batten",1,1
"105928","explicit",1,1
"105929","ïarss",1,1
"105930","trts",1,1
"105931","drant",1,1
"105932","resuscitation",1,1
"105933","battens",1,1
"105934","chronicler",1,1
"105935","uriat",1,1
"105936","ymi-y",1,1
"105937","stripping",1,1
"105938","waahing",1,1
"105939","yiteh",1,1
"105940","papist",1,1
"105941","rnutter-when",1,1
"105942","hannel",1,1
"105943","numher",1,1
"105944","sell-every",1,1
"105945","pro-den",1,1
"105946","fr«*h",1,1
"105947","hibiting",1,1
"105948","so'a",1,1
"105949","settin",1,1
"105950","bunnell",1,1
"105951","boyer",1,1
"105952","fultz",1,1
"105953","hil.k",1,1
"105954","duudae",1,1
"105955","antet*cl",1,1
"105956","wntir",1,1
"105957","mtirfaotiod",1,1
"105958","bolii",1,1
"105959","ynitannia",1,1
"105960","êmn",1,1
"105961","flate",1,1
"105962","ztiîéwwfx",1,1
"105963","comp.ll",1,1
"105964","guaran",3,2
"105965","streetcar",1,1
"105966","time»,among",1,1
"105967","efts",1,1
"105968","sideways",2,2
"105969","absencem",1,1
"105970","nsme",1,1
"105971","englinh",1,1
"105972","forbids",2,2
"105973","briars",1,1
"105974","con-up",1,1
"105975","en-and",1,1
"105976","monceca",1,1
"105977","j.relopment",1,1
"105978","ltthere",1,1
"105979","neu,r",1,1
"105980","ul.ut",1,1
"105981","l.gi.n",1,1
"105982","wmest",1,1
"105983","dlflcultks",1,1
"105984","fsihlonable",1,1
"105985","frlfolltr",1,1
"105986","count:y",1,1
"105987","her-more",1,1
"105988","issiisese",1,1
"105989","r.sssrs",1,1
"105990","seb",1,1
"105991","eit-looking",1,1
"105992","underclothes",1,1
"105993","hl.ard",1,1
"105994","i».&êr",1,1
"105995","rshssr",1,1
"105996","bsshgenh",1,1
"105997","eteeb",1,1
"105998","bibs",1,1
"105999","ysg",1,1
"106000","tsl""sü",1,1
"106001","jstisü",1,1
"106002","su,b..-d,».a",1,1
"106003","seattle",1,1
"106004","awsy",1,1
"106005","pug",2,2
"106006","booh",1,1
"106007","diff",1,1
"106008","isdetermined",1,1
"106009","jilty",1,1
"106010","notifies",1,1
"106011","ingersoll",1,1
"106012","parsec",1,1
"106013","stattn",1,1
"106014","h'jonomist",1,1
"106015","professé",1,1
"106016","of'punctuality",1,1
"106017","an-incorrect",1,1
"106018","un-you",1,1
"106019","curios",1,1
"106020","perserverance",1,1
"106021","harvard",2,2
"106022","stupidity",1,1
"106023","rashness",2,2
"106024","dishonesty",1,1
"106025","dexter",1,1
"106026","con-grtyatimalisty",1,1
"106027","fixedness",1,1
"106028","self-reliant",1,1
"106029","carryaercial",1,1
"106030","discourages",1,1
"106031","hill-collecting",1,1
"106032","soused",1,1
"106033","hanley",1,1
"106034","aus-u",1,1
"106035","comstocks",1,1
"106036","overwork",1,1
"106037","fessor",1,1
"106038","sprague",1,1
"106039","prague",2,2
"106040","reddetch",1,1
"106041","trajan",1,1
"106042","depicted",3,3
"106043","anglo-saxon",1,1
"106044","essentials",2,2
"106045","tolerant",1,1
"106046","archaic",1,1
"106047","philologists",1,1
"106048","philological",1,1
"106049","hilation",1,1
"106050","thermomettr",1,1
"106051","gaddistown",3,1
"106052","briar",1,1
"106053","tellthem",1,1
"106054","dahlonega",1,1
"106055","sunup",1,1
"106056","mountaineers",1,1
"106057","i»oplar",1,1
"106058","annexing",1,1
"106059","that'sit",1,1
"106060","all.talk",1,1
"106061","canucks",2,2
"106062","campaigns",1,1
"106063","hankering",2,2
"106064","schema",1,1
"106065","quiet-looking",1,1
"106066","slaas",1,1
"106067","feoj",1,1
"106068","oddities",1,1
"106069","disposi",1,1
"106070","intol",1,1
"106071","erable",4,4
"106072","likable",1,1
"106073","idiosyncrasies",1,1
"106074","queerness",1,1
"106075","conventions",2,1
"106076","eccentricities",2,1
"106077","endured",3,3
"106078","disregardful",1,1
"106079","uncommonly",2,2
"106080","tacitly",1,1
"106081","decency",2,2
"106082","intercourse-are",1,1
"106083","unendurable",1,1
"106084","pleases",3,3
"106085","haviour",1,1
"106086","rudeney",1,1
"106087","ill-breeding",1,1
"106088","biukmok",1,1
"106089","weren",1,1
"106090","testas",1,1
"106091","sjss",1,1
"106092","leged",1,1
"106093","tag-rag",1,1
"106094","nocturnal",2,2
"106095","r»v«ge",1,1
"106096","anapivton",1,1
"106097","char-voters",1,1
"106098","ilert",1,1
"106099","equallx",1,1
"106100","nnplundered",1,1
"106101","t«e",1,1
"106102","nick-nack",1,1
"106103","crefully",1,1
"106104","hmelkd",1,1
"106105","gotshi",1,1
"106106","iillickly",1,1
"106107","sltl'm",1,1
"106108","w't",1,1
"106109","frioni",1,1
"106110","iuamu",1,1
"106111","nohet",1,1
"106112","tvl'tlvp",1,1
"106113","tiack",1,1
"106114","piirpotrou",1,1
"106115","diffuse",1,1
"106116","spurious",1,1
"106117","superiors",4,3
"106118","mutilation",2,2
"106119","tlloluo",1,1
"106120","uxm",1,1
"106121","l-son",1,1
"106122","haniiitalltr",1,1
"106123","awnt",1,1
"106124","elll",1,1
"106125","poupmv",1,1
"106126","htiapitahlr",1,1
"106127","swipvis",1,1
"106128","collll",1,1
"106129","miriôtalwm'æua",1,1
"106130","sïï",2,2
"106131","idaine",1,1
"106132","noxiouat",1,1
"106133","iasii",2,1
"106134","a-icrt",1,1
"106135","yhlldallhm",1,1
"106136","cartel",1,1
"106137","dppar-noie",1,1
"106138","vih»rlv",1,1
"106139","mltü'uiathui",1,1
"106140","alliollg",1,1
"106141","ov-which",1,1
"106142","healer",1,1
"106143","hunir",1,1
"106144","ngg*d",1,1
"106145","credibly",1,1
"106146","andered",1,1
"106147","residciin",1,1
"106148","hrid",1,1
"106149","xlvtim",1,1
"106150","n'ott",1,1
"106151","millimoi",1,1
"106152","mmtb",1,1
"106153","habilment",1,1
"106154","utvhlleld",1,1
"106155","yoimgi",1,1
"106156","hussell",1,1
"106157","socialist's",1,1
"106158","wmild",1,1
"106159","wearisome",1,1
"106160","ignominious",1,1
"106161","thcottice",1,1
"106162","eomitn",1,1
"106163","sparer",1,1
"106164","respeetuhilitx",1,1
"106165","discharging",2,2
"106166","tournai",1,1
"106167","k.oi",1,1
"106168","mnrmur",1,1
"106169","s.iv",1,1
"106170","rixlik",1,1
"106171","h-ta",1,1
"106172","namelj",1,1
"106173","l.-ds",1,1
"106174","numwrs",1,1
"106175","vhimiivx",1,1
"106176","nmler",1,1
"106177","conin",1,1
"106178","ls'»ineared",1,1
"106179","eovr.r.tr",1,1
"106180","e.ivitx",1,1
"106181","pr*m'si",1,1
"106182","uvimettc",1,1
"106183","xvifli",1,1
"106184","xxafer",1,1
"106185","proper!x",1,1
"106186","dao",3,3
"106187","tdcndid",1,1
"106188","oeatllb",1,1
"106189","swgtl",1,1
"106190","cholcm",1,1
"106191","ocrured",1,1
"106192","rryfl",1,1
"106193","ctar.nd-n",1,1
"106194","beziers",1,1
"106195","montady",1,1
"106196","vette",1,1
"106197","gravedigger",1,1
"106198","omercpies",1,1
"106199","salon",1,1
"106200","bouches",1,1
"106201","mangolds",2,1
"106202","sp-meibility",1,1
"106203","endorsement",1,1
"106204","immcdiatalvby",1,1
"106205","underelgned",1,1
"106206","agooi",1,1
"106207","leva",1,1
"106208","reu",2,2
"106209","etuvlc",1,1
"106210","uieaoou",1,1
"106211","thvrsîhy",1,1
"106212","avgvst",1,1
"106213","jamlo",1,1
"106214","tphe",1,1
"106215","l.ir.'li",1,1
"106216","renge",1,1
"106217","clearned",1,1
"106218","valance",1,1
"106219","prtmiecr",1,1
"106220","kailway",2,2
"106221","mmieks",1,1
"106222","hrelten",1,1
"106223","wiüblow",1,1
"106224","cimuutn",1,1
"106225","tci.ru-iko",1,1
"106226","wtomsi",1,1
"106227","ar.dbowvlo",1,1
"106228","boorttirvi",1,1
"106229","syrvp",2,2
"106230","ciuinrcy",1,1
"106231","tatdc",1,1
"106232","nnrr",1,1
"106233","nmggists",1,1
"106234","wurld",2,2
"106235","progretw",1,1
"106236","xvconling",1,1
"106237","expropriated",1,1
"106238","keilr",1,1
"106239","jameti",1,1
"106240","nobee",1,1
"106241","fcstom",1,1
"106242","amlïîg",1,1
"106243","meinoriel",1,1
"106244","pltsslllg",1,1
"106245","kf.f.pti",1,1
"106246","ch.td",1,1
"106247","pamifl",1,1
"106248","ïhldldlxlûxxts",1,1
"106249","jltvo",1,1
"106250","s&lo",1,1
"106251","tracklaying",1,1
"106252","mvasts",1,1
"106253","l.yi",1,1
"106254","goo.l",1,1
"106255","otoher",1,1
"106256","ssle",1,1
"106257","llelfers",1,1
"106258","yews",2,2
"106259","hch",1,1
"106260","ivakw",1,1
"106261","stock:-anything",1,1
"106262","noirs",1,1
"106263","wellesley",1,1
"106264","douro",1,1
"106265","england,last",1,1
"106266","peninsular",1,1
"106267","dukedom",2,2
"106268","lieutenant-general",1,1
"106269","mornington",1,1
"106270","tweeddale",1,1
"106271","ollice",2,2
"106272","illustrions",1,1
"106273","spicuous",1,1
"106274","undeh",1,1
"106275","gnki",1,1
"106276","megs",1,1
"106277","i.x",1,1
"106278","exc",1,1
"106279","hange",2,2
"106280","dginn",1,1
"106281","towei.l",1,1
"106282","miguat",1,1
"106283","uuniiititiiik",1,1
"106284","trg",1,1
"106285","tliiit",1,1
"106286","legree",1,1
"106287","m«iui*umiv",1,1
"106288","ohservod",1,1
"106289","enlrusuil",1,1
"106290","anse",5,4
"106291","rouir",1,1
"106292","dimming",3,3
"106293","rontrn",1,1
"106294","dmplv",1,1
"106295","l«*«aus",1,1
"106296","oime",1,1
"106297","i'otbi",1,1
"106298","st.igwk",1,1
"106299","mcleans",1,1
"106300","gullies",2,2
"106301","abtaining",1,1
"106302","koran's",1,1
"106303","xnn'.s",1,1
"106304","umrvli",1,1
"106305","culunw",1,1
"106306","ishiml",1,1
"106307","turwuy",1,1
"106308","ouillftt",1,1
"106309","kmloxiv",1,1
"106310","omldeau",1,1
"106311","ivgauil",1,1
"106312","xoungvst",1,1
"106313","uniight«*r",1,1
"106314","of.t",1,1
"106315","rhanvvttr",1,1
"106316","i'h'v",1,1
"106317","i'l't",1,1
"106318","i'llmmui",1,1
"106319","avli'ii",1,1
"106320","iiisl.ini",1,1
"106321","sximni",1,1
"106322","oiiliiiuanre",1,1
"106323","tlirm",1,1
"106324","sulk",2,2
"106325","f-nea",1,1
"106326","ihnini/nvtuped",1,1
"106327","zoj",1,1
"106328","çl_?ljl",1,1
"106329","heoxcto",1,1
"106330","o""ô",1,1
"106331","c""cb""d'o",1,1
"106332","hiyson",1,1
"106333","f.lh",1,1
"106334","hoese",1,1
"106335","impeoved",1,1
"106336","utvvtmgiv'd",1,1
"106337","v.ihnvir",1,1
"106338","situai",1,1
"106339","kuil'lmg",1,1
"106340","atable",1,1
"106341","nimb",1,1
"106342","pnmisrs",1,1
"106343","miffn",1,1
"106344","heoivh",1,1
"106345","ahmx",1,1
"106346","cornr",1,1
"106347","similargiv-jug",1,1
"106348","fulud'weription",1,1
"106349","jrace",1,1
"106350","ht.twr.r.n",1,1
"106351","gaboory",1,1
"106352","hun'l",1,1
"106353","xv.th",1,1
"106354","vmiig",1,1
"106355","nimcctlco",1,1
"106356","inmh",1,1
"106357","trahis",1,1
"106358","n'*rlh",1,1
"106359","po/pn",1,1
"106360","lange-livr",1,1
"106361","vervheres",1,1
"106362","contestation",4,1
"106363","vercheres",1,1
"106364","black-mailing",1,1
"106365","unfiit",1,1
"106366","trenholme",1,1
"106367","langelier",1,1
"106368","rtwent",1,1
"106369","v'tavu-s",1,1
"106370","oping",1,1
"106371","qtiyon",1,1
"106372","sjiezza",1,1
"106373","castlenova",1,1
"106374","bercete",1,1
"106375","on*-c",1,1
"106376","pchbu",1,1
"106377","rido",1,1
"106378","uuultiucs",1,1
"106379","carcassone",1,1
"106380","nismos",1,1
"106381","cete",1,1
"106382","jarïy",1,1
"106383","rev's",1,1
"106384","jthe",1,1
"106385","numc'of",1,1
"106386","reaolution",1,1
"106387","brittan",1,1
"106388","nlnvmpnf",1,1
"106389","tratvh",1,1
"106390","prjr",1,1
"106391","laaeyne",1,1
"106392","brignole",1,1
"106393","atttkifesæ",1,1
"106394","furlough",1,1
"106395","wpt.d",1,1
"106396","ch..,u",1,1
"106397","wyman'rf",1,1
"106398","mormn",1,1
"106399","grays",4,3
"106400","restrictive",1,1
"106401","ontaro",1,1
"106402","liberalism",1,1
"106403","oracle",1,1
"106404","inter-l",1,1
"106405","osarroit",1,1
"106406","pembroka",1,1
"106407","hot'ff",1,1
"106408","t\ccial",1,1
"106409","ftage",1,1
"106410","tuwe",1,1
"106411","c.p.f",1,1
"106412","concours",1,1
"106413","ifoj'lc",1,1
"106414","receh",1,1
"106415","dur-the",1,1
"106416","gervals",2,2
"106417","increasin",1,1
"106418","lessenes",1,1
"106419","barium",1,1
"106420","sedition",1,1
"106421","k.barry",1,1
"106422","stf.r",1,1
"106423","p,q",1,1
"106424","giguerf",1,1
"106425","m'att""d",1,1
"106426","tiente",1,1
"106427","dunkirk",1,1
"106428","augmf",1,1
"106429","campolasso",1,1
"106430","casina",1,1
"106431","gar-faganna",1,1
"106432","seborga",1,1
"106433","cluso",1,1
"106434","parma",1,1
"106435","eecoud",1,1
"106436","nntarv",1,1
"106437","kortwe.t",1,1
"106438","opop",1,1
"106439","oentlemen",1,1
"106440","mctavieh",1,1
"106441","agt",2,2
"106442","fleichen",1,1
"106443","apjiear",2,2
"106444","won-exploring",1,1
"106445","iaed",1,1
"106446","dgter",1,1
"106447","laken",2,2
"106448","caeee",1,1
"106449","wi,uoul",1,1
"106450","aifferent",1,1
"106451","adviceg",1,1
"106452","men-time",1,1
"106453","newflight",1,1
"106454","vireen",1,1
"106455","crossover",1,1
"106456","susnicious",1,1
"106457","grenfell",1,1
"106458","goh",1,1
"106459","dramshop",2,1
"106460","bushel.-[winnipeg",1,1
"106461","prowler's",1,1
"106462","thesculling",1,1
"106463","tipplers",1,1
"106464","cripples",2,2
"106465","strollers",1,1
"106466","sociecty",1,1
"106467","parametta",1,1
"106468","promin-over",1,1
"106469","inmpected",1,1
"106470","wator-cours",1,1
"106471","tnckett",2,1
"106472","weltering",1,1
"106473","f.udemt",1,1
"106474","hanlan'e",1,1
"106475","discredited",1,1
"106476","nacks",1,1
"106477","lrauiss",1,1
"106478","prob",2,2
"106479","underestimated",1,1
"106480","a""ft",1,1
"106481","teot",1,1
"106482","enejve",1,1
"106483","eemer",1,1
"106484","pouj",1,1
"106485","cammed",1,1
"106486","exceeds",2,2
"106487","nstils",1,1
"106488","if*tlielr",1,1
"106489","miffor-ere",1,1
"106490","wilting",3,2
"106491","loginning",1,1
"106492","ihiai",1,1
"106493","cukrev",1,1
"106494","itct",1,1
"106495","tor.t",1,1
"106496","gradvath",1,1
"106497","dto-of",1,1
"106498","ifflee",1,1
"106499","omoh",1,1
"106500","toital",2,2
"106501","pr.c",1,1
"106502","rnm-nent",1,1
"106503","chf.rry",1,1
"106504","pmiohu",1,1
"106505","uehnf.v",1,1
"106506","ayfr",1,1
"106507","cved",1,1
"106508","vector",1,1
"106509","auayê",1,1
"106510","spadous",1,1
"106511","guesta",2,2
"106512","ott*w",1,1
"106513","anitlliiy",1,1
"106514","blbl",1,1
"106515","ottawi",1,1
"106516","ugabs",1,1
"106517","anuf",1,1
"106518","acttrkm",1,1
"106519","ouene",1,1
"106520","lsigln",1,1
"106521","ollnvj",1,1
"106522","dkaodcx",1,1
"106523","pfcmubroke",1,1
"106524","paat",2,1
"106525","deciding",3,3
"106526","ôntanoe",1,1
"106527","struggle....old",1,1
"106528","malting",1,1
"106529","atfoctud",1,1
"106530","ternity",1,1
"106531","rroatod",1,1
"106532","milos",2,1
"106533","üeot",1,1
"106534","slstt",1,1
"106535","aflhir",1,1
"106536","dostoy",1,1
"106537","oreely",9,2
"106538","portsmouth",2,2
"106539","tff*e",1,1
"106540","màfeblie",1,1
"106541","conger",1,1
"106542","ecution",1,1
"106543","slled",1,1
"106544","caches",2,2
"106545","tected",1,1
"106546","mismanage",1,1
"106547","poitionod",1,1
"106548","expedi",1,1
"106549","amite",1,1
"106550","u/fldi/c",1,1
"106551","garlington",1,1
"106552","ulmoe",1,1
"106553","thetis",4,2
"106554","forwards",1,1
"106555","uruu",2,2
"106556","schley",2,1
"106557","urîmltfi",1,1
"106558","dflo",1,1
"106559","wllllfi",1,1
"106560","soil-skin",1,1
"106561","cf-as",1,1
"106562","cannibalism",5,1
"106563","oreely's",1,1
"106564","observa",1,1
"106565","brainard",1,1
"106566","greely's",1,1
"106567","chandler",2,2
"106568","iflc",1,1
"106569","lmul",1,1
"106570","ionu",1,1
"106571","uuckwhcat",1,1
"106572","r«loz",1,1
"106573","bu&h",1,1
"106574","l'ork",1,1
"106575","bévf",1,1
"106576","iv.utocj",1,1
"106577","g:rl",1,1
"106578","ecep",1,1
"106579","liquorsî",1,1
"106580","ti.ii",1,1
"106581","ir,lid",1,1
"106582","lorona",1,1
"106583","eavdlay",1,1
"106584","f.vt",1,1
"106585","luahcls",1,1
"106586","laflll'tvs",1,1
"106587","m--.vligh",1,1
"106588","tucsda",1,1
"106589","luke's",1,1
"106590","bns",1,1
"106591","hotel-keejiers",1,1
"106592","loeifl",1,1
"106593","iwneftcial",1,1
"106594","shmapaiilla",1,1
"106595","hiilfcring",1,1
"106596","nead",1,1
"106597","rrofulous",1,1
"106598","syphilitic",1,1
"106599","scooping",1,1
"106600","doschenes",1,1
"106601","braw-.n",1,1
"106602","car-berry",1,1
"106603","despaired",1,1
"106604","caruful",1,1
"106605","amputation",5,5
"106606","rueh",1,1
"106607","callaghan",3,1
"106608","altercation",1,1
"106609","her-selr",1,1
"106610","llattawa",1,1
"106611","t""siïïïheai",1,1
"106612","huaine",1,1
"106613","llhtr",1,1
"106614","wiaaioni",1,1
"106615","cubbish",1,1
"106616","bileth",1,1
"106617","lizards",1,1
"106618","gtwde",1,1
"106619","rchneaux",1,1
"106620","verdure",1,1
"106621","omrara",1,1
"106622","correspond'no",1,1
"106623","f«.r",1,1
"106624","rowtnan-oweet",1,1
"106625","chenhk",1,1
"106626","sabine",1,1
"106627","apurent",1,1
"106628","coverings",1,1
"106629","thighs",1,1
"106630","concerted",1,1
"106631","circumstantial",1,1
"106632","court-martailled",1,1
"106633","pavey",1,1
"106634","pavey,s",1,1
"106635","lsttt",1,1
"106636","etluct",1,1
"106637","war-iiaint",1,1
"106638","champlain",1,1
"106639","voyageurs",8,7
"106640","repassing",1,1
"106641","msclves",1,1
"106642","clustered",2,2
"106643","v/e",2,2
"106644","invmil",1,1
"106645","attrnlioi",1,1
"106646","itk",1,1
"106647","vmisii",1,1
"106648","bkos",1,1
"106649","bry-foundry",1,1
"106650","eons-stantly",1,1
"106651","niagni",1,1
"106652","ffrnfuloti",1,1
"106653","flvo",1,1
"106654","vean",1,1
"106655","pransl",1,1
"106656","covt-r",1,1
"106657","as«ur",1,1
"106658","terribh",1,1
"106659","atllicted",1,1
"106660","brg.m",1,1
"106661","incdlrine",1,1
"106662","offer,ng",1,1
"106663","gooi",1,1
"106664","aurtwu",1,1
"106665","eatings",1,1
"106666","neilson",3,3
"106667","muscatine",1,1
"106668","tancubd",1,1
"106669","cornei",1,1
"106670","lord-nhip",1,1
"106671","monti*eal",1,1
"106672","insufficiency",1,1
"106673","canditates",1,1
"106674","baptized",2,2
"106675","rovprtd",1,1
"106676","canso",1,1
"106677","usunl.pnce",1,1
"106678","shirtr",1,1
"106679","drawcis",1,1
"106680","iivl",1,1
"106681","pnrr",1,1
"106682","lt-i-t",1,1
"106683","talue",1,1
"106684","unfurl",1,1
"106685","unate",1,1
"106686","bissett",1,1
"106687","l-siphipp",1,1
"106688","usas",1,1
"106689","wtth",1,1
"106690","handcar",2,1
"106691","dragging",3,3
"106692","hand-car",3,2
"106693","corand",1,1
"106694","hollinsworth",1,1
"106695","subpoenaed",1,1
"106696","langlois",3,2
"106697","thrir",1,1
"106698","rndlnin",1,1
"106699","aritt",1,1
"106700","ferl",1,1
"106701","avfr's",1,1
"106702","l,si",1,1
"106703","bcdl»s",1,1
"106704","evangelist",1,1
"106705","sia**n",1,1
"106706","huv",1,1
"106707","despondency",1,1
"106708","orrain",1,1
"106709","consolations",1,1
"106710","sulallied",1,1
"106711","awrit-mg",1,1
"106712","stabbinu",1,1
"106713","grevions",1,1
"106714","sweeney's",1,1
"106715","stabbed",4,3
"106716","milvd",1,1
"106717","cliargi",1,1
"106718","onmlnion",1,1
"106719","wonderment",1,1
"106720","withhungerand",1,1
"106721","uncleanliness",1,1
"106722","cypress",1,1
"106723","exhumed",1,1
"106724","buckley",2,1
"106725","post-express",1,1
"106726","kislingbury",2,1
"106727","abdominal",2,1
"106728","cavity",2,1
"106729","incarnation",1,1
"106730","pi'st",1,1
"106731","kisling-bury's",1,1
"106732","batting",1,1
"106733","moustaches",1,1
"106734","jiarticle",1,1
"106735","thoracic",2,1
"106736","peritonitis",1,1
"106737","tritis",1,1
"106738","fecal",1,1
"106739","atod",1,1
"106740","ronicle",1,1
"106741","j.s.c",1,1
"106742","lïi",1,1
"106743","pumping",1,1
"106744","obeeiter",1,1
"106745","pumped",1,1
"106746","ukorge",1,1
"106747","m*irak",1,1
"106748","defesdast",1,1
"106749","presuming",2,2
"106750","unbiassed",1,1
"106751","mather",2,2
"106752","eschewing",1,1
"106753","irowning",1,1
"106754","frequency",2,2
"106755","accidents....the",1,1
"106756","rienzie",1,1
"106757","hjs",1,1
"106758","stanly",1,1
"106759","him...contrary",1,1
"106760","expecta",1,1
"106761","opj",1,1
"106762","onenta",1,1
"106763","prowess",2,2
"106764","conclusion....the",1,1
"106765","theontarios",1,1
"106766","trral",1,1
"106767","eyvrrv",1,1
"106768","ncwsjwper",1,1
"106769","fljim",1,1
"106770","t/taid",1,1
"106771","jxu",1,1
"106772","w*tm*w",1,1
"106773","oslhiriie",1,1
"106774","pensation",1,1
"106775","simard",1,1
"106776","riverrnen",1,1
"106777","discomfiture",2,2
"106778","contestant",1,1
"106779","r.maller",1,1
"106780","alternately'wt",1,1
"106781","wsist",1,1
"106782","ulative",1,1
"106783","ducking",2,2
"106784","unhorsed",1,1
"106785","soys",1,1
"106786","bernard's",1,1
"106787","fitzroy's",1,1
"106788","kets",1,1
"106789","j.d",1,1
"106790","fiord",1,1
"106791","eagleson",1,1
"106792","eyatem",1,1
"106793","quinine",1,1
"106794","p""!«*nt",1,1
"106795","i'ttvi-ntntlre",1,1
"106796","kto",2,2
"106797","frtion",1,1
"106798","pbmbrokb",1,1
"106799","ojtt",1,1
"106800","hefallic",1,1
"106801","nps",1,1
"106802","agite",1,1
"106803","telehhapti",1,1
"106804","orltbrs",1,1
"106805","alnioii",1,1
"106806","somerset",1,1
"106807","rt-n",1,1
"106808","diedbv",1,1
"106809","heredit",1,1
"106810","quei",1,1
"106811","mroand",1,1
"106812","prioress",1,1
"106813","numhir",1,1
"106814","gu'sts",1,1
"106815","thtin",1,1
"106816","exreed",1,1
"106817","dowu",1,1
"106818","cltueu",1,1
"106819","lucli",1,1
"106820","vroinpt",1,1
"106821","oarnou",1,1
"106822","htoin-ach",1,1
"106823","biuvrs",1,1
"106824","l*urv",1,1
"106825","eideitdid",1,1
"106826","hpriug",1,1
"106827","mmlioiue",1,1
"106828","fens",1,1
"106829","slipshod",1,1
"106830","assuredly",4,3
"106831","dis-affecting",1,1
"106832","disaffected",1,1
"106833","maladroit",1,1
"106834","intervention",1,1
"106835","scapegoat",2,2
"106836","an-swvrablv",1,1
"106837","ltiaoi",1,1
"106838","stf",2,2
"106839","ascendant",3,3
"106840","pint-pot",1,1
"106841","drink,""but",1,1
"106842","fining",1,1
"106843","bourne",1,1
"106844","glorifying",1,1
"106845","nare'a",1,1
"106846","explorers",6,3
"106847","leader-writer",1,1
"106848","crow's",1,1
"106849","rewaids",1,1
"106850","unlucky",1,1
"106851","overbal",1,1
"106852","ancing",1,1
"106853","head-foremost",1,1
"106854","remorseful",1,1
"106855","certify",1,1
"106856","austraiiax",1,1
"106857","rkks",1,1
"106858","workln",1,1
"106859","amubing",1,1
"106860","sssbs",1,1
"106861","ititi-iss;;rt",1,1
"106862","breeder",8,5
"106863","ubü",1,1
"106864","m!ire",1,1
"106865","cranks",7,2
"106866","suflicien",1,1
