"","words","term.freq","doc.freq"
"12428","impressive",1,1
"12429","teachers",1,1
"12430","theology",1,1
"12431","synod",2,1
"12432","scriptures",1,1
"12433","unwearied",1,1
"12434","research",1,1
"12435","usages",9,9
"12436","ancients",1,1
"12437","illustrations",1,1
"12438","scripture–will",1,1
"12439","investigations",1,1
"12440","lucid",1,1
"12441","composition",1,1
"12442","paxton's",1,1
"12443","tennant.public",1,1
"12444","dick.–on",1,1
"12445","veterinary",3,1
"12446","surgeons",1,1
"12447","dick",4,2
"12448","lambert",1,1
"12449","croupier",3,2
"12450","stewards",3,1
"12451","pyper",1,1
"12452","craigs",1,1
"12453","laing",1,1
"12454","dunkenny",1,1
"12455","wordsworth",1,1
"12456","w.s",1,1
"12457","rennie",1,1
"12458","lizars",1,1
"12459","drs",2,2
"12460","spittal",1,1
"12461","knox",1,1
"12462","aitken",1,1
"12463","murdoch",1,1
"12464","coldoch",1,1
"12465","blackwood",1,1
"12466","oggs",1,1
"12467","toasts",5,2
"12468","toast",2,2
"12469","patrons",1,1
"12470","conviviality",1,1
"12471","hour.royal",1,1
"12472","infirmary–we",1,1
"12473","deducting",1,1
"12474","extertions",1,1
"12475","indigence",1,1
"12476","singapore",1,1
"12477","mangles",1,1
"12478","torres",2,1
"12479","murray's",1,1
"12480","long-missing",1,1
"12481","eaton",2,1
"12482","ironworks",1,1
"12483","novo",1,1
"12484","jobbed",1,1
"12485","correspondent.)our",1,1
"12486","indifferently",2,2
"12487","improvementit",1,1
"12488","mismanaged",1,1
"12489","trusts",2,2
"12490","temptation",1,1
"12491","ave",1,1
"12492","advertisements",1,1
"12493","makers",1,1
"12494","sweepings",1,1
"12495","crammed",1,1
"12496","jobbing",2,1
"12497","happen",9,9
"12498","shipowners",1,1
"12499","overcomes",1,1
"12500","obstructs",1,1
"12501","attainment",1,1
"12502","ailment",1,1
"12503","rulrs",1,1
"12504","thwarted",1,1
"12505","harpies",1,1
"12506","leeches",1,1
"12507","devour",1,1
"12508","suck",1,1
"12509","platter",1,1
"12510","sharpen",1,1
"12511","it.as",1,1
"12512","detailing",1,1
"12513","shuttlecock",1,1
"12514","battledore",1,1
"12515","office.if",1,1
"12516","inhuman",3,3
"12517","placard",1,1
"12518","postmasters",1,1
"12519","post-offices",1,1
"12520","circulate",1,1
"12521","irrevocable",1,1
"12522","prostitution",1,1
"12523","calss",1,1
"12524","old.mr",1,1
"12525","wakley",1,1
"12526","notions",1,1
"12527","paragraphs",1,1
"12528","country–actually",1,1
"12529","youn",1,1
"12530","authority–that",1,1
"12531","dates",1,1
"12532","meployment",1,1
"12533","int",1,1
"12534","reserve.mr",1,1
"12535","lushington",1,1
"12536","proceedigs",1,1
"12537","gration",1,1
"12538","mainted",1,1
"12539","posible",1,1
"12540","committee–to",1,1
"12541","sin",1,1
"12542","sendng",1,1
"12543","colonies–of",1,1
"12544","duping",1,1
"12545","unprotected",2,2
"12546","relied",1,1
"12547","ments",2,2
"12548","documents.the",1,1
"12549","trade.the",1,1
"12550","evening.–the",1,1
"12551","averages",2,1
"12552","progress.the",1,1
"12553","bays",1,1
"12554","combining",1,1
"12555","growers",1,1
"12556","land.s",1,1
"12557","australiangood",1,1
"12558","grease",1,1
"12559","frist",1,1
"12560","realised",1,1
"12561","woo's.huddersfield",1,1
"12562","tuesday.–there",1,1
"12563","good.bradford",1,1
"12564","unabated",1,1
"12565","staplers",1,1
"12566","sales.rochdale",1,1
"12567","last.–low",1,1
"12568","rochdale",1,1
"12569","considerale",1,1
"12570","extent.york",1,1
"12571","attendance",1,1
"12572","week's",1,1
"12573","hog",3,2
"12574","ewe",2,1
"12575","cots",2,1
"12576","adverting",2,2
"12577","imparted",10,10
"12578","collectively",2,2
"12579","individually",3,3
"12580","conscientiously",2,2
"12581","ecourage",1,1
"12582","furher",1,1
"12583","uprotected",1,1
"12584","realtives",1,1
"12585","australia–on",2,2
"12586","adelaide",2,2
"12587","renwick",1,1
"12588","couples",1,1
"12589","bachelors",1,1
"12590","spinsters",1,1
"12591","maturer",1,1
"12592","australiawe",1,1
"12593","spencer's",3,1
"12594","kangaroo",1,1
"12595","longitude",5,3
"12596","preferably",1,1
"12597","surveying",1,1
"12598","distinctive",1,1
"12599","positively",3,3
"12600","quasi",1,1
"12601","australasia",2,2
"12602","monopolised",1,1
"12603","termed",2,2
"12604","ridiculous",1,1
"12605","nationa",1,1
"12606","diemen-lander",1,1
"12607","south-wales-ian",1,1
"12608","river-ite",1,1
"12609","king-george's",1,1
"12610","soundian",1,1
"12611","holland.–the",0,0
"12612","despatched",3,3
"12613","geographical",2,2
"12614","australia.–an",1,1
"12615","sum–and",1,1
"12616","adults",1,1
"12617","clergyman",5,3
"12618","given–if",1,1
"12619","mid-lothian",1,1
"12620","skye",4,3
"12621","acommodate",1,1
"12622","emigrants.–the",1,1
"12623","midlothian",2,1
"12624","believw",1,1
"12625","appropriated",2,2
"12626","emigration–the",1,1
"12627","farm-servants",1,1
"12628","shepherds",2,2
"12629","multiplying",1,1
"12630","philip",6,5
"12631","zone",2,1
"12632","latitudes",1,1
"12633","torried",1,1
"12634","ago.though",1,1
"12635","unpromising",1,1
"12636","margin",1,1
"12637","capabale",1,1
"12638","mil",1,1
"12639","lions",1,1
"12640","contributing",1,1
"12641","hemisphere",4,4
"12642","correspondences",1,1
"12643","transferring",1,1
"12644","subjest",1,1
"12645","inference",1,1
"12646","improvident",1,1
"12647","duced",1,1
"12648","deteriorated",1,1
"12649","fraction",1,1
"12650","ninety-two",1,1
"12651","station.in",1,1
"12652","fluctua",1,1
"12653","addingthe",1,1
"12654","discrepancy",1,1
"12655","agent-general",2,1
"12656","comprehends",1,1
"12657","returned.the",1,1
"12658","years.annual",1,1
"12659","net",1,1
"12660","commerce.the",1,1
"12661","increment",1,1
"12662","independently",1,1
"12663","mortals",1,1
"12664","railroads",1,1
"12665","alleganies",1,1
"12666","absorb",1,1
"12667","finger",1,1
"12668","inventions",1,1
"12669","annihilate",1,1
"12670","juxtaposition",1,1
"12671","overpeopled.from",1,1
"12672","almanac",1,1
"12673","was–from",1,1
"12674","texas",0,0
"12675","celeris",1,1
"12676","paribus",1,1
"12677","sardinia",1,1
"12678","naples",1,1
"12679","papal",1,1
"12680","sends",2,1
"12681","nuisance",1,1
"12682","buchanan's",4,3
"12683","key",2,2
"12684","aldermen",1,1
"12685","almshouses",2,1
"12686","aliens",1,1
"12687","crowds",1,1
"12688","clustering",1,1
"12689","unaccustomed",1,1
"12690","rainment",1,1
"12691","australia.–several",1,1
"12692","souther",2,2
"12693","packet-ship",1,1
"12694","orleana",1,1
"12695","amount.general",1,1
"12696","flinter.–we",1,1
"12697","flinter",2,1
"12698","suicide",0,0
"12699","government.–morning",1,1
"12700","sub",1,1
"12701","jects.–the",1,1
"12702","refers",1,1
"12703","arrests",1,1
"12704","accuses",1,1
"12705","stimulating",2,2
"12706","revolt",2,2
"12707","conciliate",1,1
"12708","separatists",1,1
"12709","pomerania",1,1
"12710","assemblyon",1,1
"12711","tolbooth",1,1
"12712","church–dr",1,1
"12713","moderator",6,1
"12714","chair.the",1,1
"12715","recalled",1,1
"12716","glenelg",4,1
"12717","disavowing",1,1
"12718","blaming",1,1
"12719","satisfaction.the",1,1
"12720","approving",1,1
"12721","laymen",1,1
"12722","discontinued",1,1
"12723","ecclesiastical",2,1
"12724","defied",1,1
"12725","authority.on",1,1
"12726","re-appoint",1,1
"12727","country.case",1,1
"12728","isles.–the",1,1
"12729","lobby",1,1
"12730","sederunt",2,1
"12731","gardner",1,1
"12732","to–that",1,1
"12733","hearsay",1,1
"12734","inadmissable",1,1
"12735","vestibule",1,1
"12736","attempting",3,3
"12737","ministry",1,1
"12738","deposition",1,1
"12739","vacant.–the",1,1
"12740","deposition.case",1,1
"12741","lethendy.–in",1,1
"12742","procurator",1,1
"12743","presentee",3,2
"12744","lethendy",1,1
"12745","dunkeld",3,2
"12746","kessen",1,1
"12747","inducted",1,1
"12748","despite",2,2
"12749","interdicts",1,1
"12750","authorize",1,1
"12751","itself.mr",1,1
"12752","commendation",1,1
"12753","procurator's",0,0
"12754","practically",1,1
"12755","rightful",1,1
"12756","church.dr",1,1
"12757","bryce",2,1
"12758","unprepared",1,1
"12759","concur",1,1
"12760","bridges",4,1
"12761","bidding",1,1
"12762","trampling",1,1
"12763","punishment.–mr",1,1
"12764","inasmuch",2,2
"12765","dunkeld.mr",1,1
"12766","makgill",1,1
"12767","bishops",1,1
"12768","emphatically",1,1
"12769","upholding",1,1
"12770","share.mr",1,1
"12771","waive",1,1
"12772","intimating",1,1
"12773","incompetent",1,1
"12774","inexpedient",1,1
"12775","resolution.commemoration",1,1
"12776","centenary",2,1
"12777","glasgow.–in",1,1
"12778","founder",1,1
"12779","liverties",1,1
"12780","thanksgiving",1,1
"12781","almighty",1,1
"12782","zion.at",1,1
"12783","devotional",1,1
"12784","exercises",1,1
"12785","lee",2,2
"12786","succession.the",1,1
"12787","ship.–the",1,1
"12788","fejees",1,1
"12789","groups",3,3
"12790","wyndham",1,1
"12791","egremont.–morning",1,1
"12792","zealand.–a",1,1
"12793","tory",1,1
"12794","dejeuner",1,1
"12795","petre",2,2
"12796","daryanthus",1,1
"12797","excelsa–this",1,1
"12798","hothouses",1,1
"12799","collections–this",1,1
"12800","atholl",1,1
"12801","seapus",1,1
"12802","heigh",1,1
"12803","diverge",1,1
"12804","crimson",9,9
"12805","pink",1,1
"12806","outer",1,1
"12807","petals",1,1
"12808","crinum",1,1
"12809","amabile",1,1
"12810","green-houseplants.–dunkeld",1,1
"12811","may.by",1,1
"12812","presenter",1,1
"12813","deputy.on",1,1
"12814","kendal",1,1
"12815","preacher",1,1
"12816","mungo",1,1
"12817","orr",1,1
"12818","sea.–we",1,1
"12819","palmyra",2,2
"12820","bulwark",1,1
"12821","dismantled",1,1
"12822","towed",1,1
"12823","re-sailing",1,1
"12824","rae",1,1
"12825","colonisation",1,1
"12826","lloyds",1,1
"12827","london.–stirling",0,0
"12828","dublin.–one",1,1
"12829","monitor",1,1
"12830","rotunda",1,1
"12831","speakers",3,3
"12832","applauses",1,1
"12833","identified",1,1
"12834","superb",2,2
"12835","shannon",1,1
"12836","adamson",2,2
"12837","shot.–on",1,1
"12838","deliverate",1,1
"12839","palce",1,1
"12840","pocked",1,1
"12841","pistol",1,1
"12842","assailant",1,1
"12843","behaving",1,1
"12844","intrusting",1,1
"12845","recorded.–ibid",1,1
"12846","accompanies",2,2
"12847","officiate",1,1
"12848","clude",1,1
"12849","strictest",1,1
"12850","passengers.–new",1,1
"12851","poetrythe",1,1
"12852","woodland",13,1
"12853","nicoll.the",1,1
"12854","wilt",1,1
"12855","squirrel",1,1
"12856","perchen",1,1
"12857","oaken",1,1
"12858","tree",5,3
"12859","fern",1,1
"12860","doth",2,1
"12861","dew",1,1
"12862","wander",3,1
"12863","kiss",1,1
"12864","leaflets",1,1
"12865","peeps",1,1
"12866","nooks",1,1
"12867","dun",1,1
"12868","roam",1,1
"12869","song-birds",1,1
"12870","turf",2,2
"12871","shorn",8,8
"12872","fairy",2,1
"12873","daylight",1,1
"12874","dim",1,1
"12875","cushat's",1,1
"12876","coo",1,1
"12877","hermit's",1,1
"12878","hymn",1,1
"12879","care-worn",1,1
"12880","self-beguiled",1,1
"12881","woes",2,2
"12882","hazels",1,1
"12883","ladye-broom",1,1
"12884","god-built",1,1
"12885","patches",1,1
"12886","aye",2,1
"12887","gladden",1,1
"12888","nature's",1,1
"12889","stream–that",1,1
"12890","prattling",1,1
"12891","wanders",1,1
"12892","thy",2,1
"12893","woodlands",1,1
"12894","parth",1,1
"12895","woo",1,1
"12896","cup",1,1
"12897","omnipotence",1,1
"12898","scents",1,1
"12899","bowers",2,1
"12900","woodlan",2,1
"12901","dreamed",2,2
"12902","beauteous",1,1
"12903","tis",2,1
"12904","linnet's",1,1
"12905","fairies",1,1
"12906","wondrous",1,1
"12907","hermitage",1,1
"12908","reared",1,1
"12909","wold",1,1
"12910","crystal",1,1
"12911","springlet",1,1
"12912","pilgrim",1,1
"12913","stories",1,1
"12914","sunlight",2,1
"12915","olden",1,1
"12916","glories",1,1
"12917","hood",1,1
"12918","bowmen",1,1
"12919","raids",1,1
"12920","tales",1,1
"12921","prime",1,1
"12922","forever",1,1
"12923","piled",1,1
"12924","grassy",1,1
"12925","glades",1,1
"12926","wild!–make",1,1
"12927","haste.–make",1,1
"12928","haste",1,1
"12929","gladness",2,1
"12930","beside",2,2
"12931","gushing",1,1
"12932","gleam",1,1
"12933","paths",0,0
"12934","pluck",1,1
"12935","warns",1,1
"12936","tail's",1,1
"12937","magazinesong",1,1
"12938","steer",2,1
"12939","helmsman",1,1
"12940","stars",1,1
"12941","realm–one",1,1
"12942","england's",1,1
"12943","shine",2,2
"12944","cheer",7,1
"12945","we'll",5,1
"12946","we've",2,1
"12947","smiling",2,1
"12948","importune",1,1
"12949","sow",1,1
"12950","plenty's",1,1
"12951","seeds",1,1
"12952","prune",1,1
"12953","chorus–cheer",3,1
"12954","uncheered",1,1
"12955","seclusion's",1,1
"12956","wildest",1,1
"12957","lowing",1,1
"12958","tinkling",1,1
"12959","folds",1,1
"12960","rubies",1,1
"12961","blush",1,1
"12962","vineyards",1,1
"12963","girt",2,2
"12964","gush",1,1
"12965","amalthea's",1,1
"12966","britannia's",1,1
"12967","veins",1,1
"12968","girdle",1,1
"12969","ariel's",1,1
"12970","magic",1,1
"12971","leiththursday",1,1
"12972","indus",2,1
"12973","broadfoot",1,1
"12974","professions",1,1
"12975","australia.on",1,1
"12976","deck",2,2
"12977","steam-ship",1,1
"12978","thighbone",1,1
"12979","bruised",1,1
"12980","dispensary",1,1
"12981","injuries",1,1
"12982","wales.–dr",1,1
"12983","convener",1,1
"12984","dissensions",0,0
"12985","recomitted",1,1
"12986","committee.–this",1,1
"12987","destitution.–some",1,1
"12988","sick-bed",1,1
"12989","temporarily",1,1
"12990","crippled",1,1
"12991","relive",1,1
"12992","thankfully",1,1
"12993","cunninham",1,1
"12994","tolbooth-wynd",1,1
"12995","zealand.–on",2,2
"12996","guildhall",1,1
"12997","requisition",2,2
"12998","preserving",2,2
"12999","abandonment",1,1
"13000","longestablished",1,1
"13001","endangered",1,1
"13002","pretensions",1,1
"13003","threatens",1,1
"13004","extermination",1,1
"13005","independency",1,1
"13006","hustings",1,1
"13007","accordance",1,1
"13008","hawes",1,1
"13009","devon",2,2
"13010","peers",1,1
"13011","ashburton",3,2
"13012","eliot",1,1
"13013","zealand–name",0,0
"13014","lambton",1,1
"13015","nicholson",4,4
"13016","statesmanlike",1,1
"13017","approval",1,1
"13018","perpetuating",1,1
"13019","weavers.–the",1,1
"13020","russell",7,4
"13021","transporting",2,2
"13022","enriched",1,1
"13023","refuses",1,1
"13024","literaturenarrative",1,1
"13025","whaling",2,1
"13026","debell",1,1
"13027","f.r.g.s",1,1
"13028","vols",1,1
"13029","bentley.we",1,1
"13030","volumes",2,1
"13031","scoresby's",1,1
"13032","volume",1,1
"13033","anatomy",1,1
"13034","sperm",3,1
"13035","untouched",1,1
"13036","dwindles",1,1
"13037","secondary",1,1
"13038","prominence",1,1
"13039","chapters",1,1
"13040","material.in",1,1
"13041","sketches",2,1
"13042","reading–full",1,1
"13043","graphic",1,1
"13044","primitive",1,1
"13045","simplicity",1,1
"13046","congregagation",1,1
"13047","raiatea",1,1
"13048","shirt",1,1
"13049","surmounting",1,1
"13050","maro",1,1
"13051","attire",1,1
"13052","coat",1,1
"13053","neckerchief",1,1
"13054","shirt!we",1,1
"13055","noted",2,1
"13056","purveyors",1,1
"13057","temperance",1,1
"13058","predicament.another",1,1
"13059","striking–mark",1,1
"13060","bon",1,1
"13061","vivants",1,1
"13062","civilzed",1,1
"13063","world–is",1,1
"13064","islanders",2,2
"13065","refined",1,1
"13066","civilised",1,1
"13067","highlanders",1,1
"13068","highlander",1,1
"13069","paten",1,1
"13070","cake",1,1
"13071","fellow-feeling",1,1
"13072","civic",1,1
"13073","dignitary",1,1
"13074","say.mr",1,1
"13075","bennett's",1,1
"13076","fault",1,1
"13077","phraseology.we",1,1
"13078","task.some",1,1
"13079","reluctant",1,1
"13080","tail",3,3
"13081","jaws",2,1
"13082","rushing",2,2
"13083","teeth",9,9
"13084","biting",1,1
"13085","wreck",2,1
"13086","fragments",1,1
"13087","swings",1,1
"13088","jaw",2,1
"13089","moments",11,11
"13090","attitude",1,1
"13091","rolling",1,1
"13092","harmlessly",1,1
"13093","expanded",1,1
"13094","demonstrations",1,1
"13095","flukes",1,1
"13096","boat's",1,1
"13097","swimming",2,2
"13098","clinging",1,1
"13099","passed.in",1,1
"13100","pusie",1,1
"13101","withstood",1,1
"13102","lances",1,1
"13103","hurled",1,1
"13104","bows",1,1
"13105","lacerated",1,1
"13106","animal's",1,1
"13107","jaw.a",1,1
"13108","tragical",1,1
"13109","ferocity",1,1
"13110","south-seaman",1,1
"13111","pollard",1,1
"13112","harpooned",1,1
"13113","equip",1,1
"13114","unserviceable",1,1
"13115","masthead",1,1
"13116","cachalot",1,1
"13117","guardian",1,1
"13118","meanwhile",2,2
"13119","approached",9,9
"13120","enraged",1,1
"13121","starboard",1,1
"13122","bow",2,1
"13123","barely",1,1
"13124","sink",2,2
"13125","equator",1,1
"13126","marquesan",1,1
"13127","inhospitable",1,1
"13128","race",5,4
"13129","privations.a",1,1
"13130","cachalots",1,1
"13131","tom",1,1
"13132","conspicuously",1,1
"13133","hump",1,1
"13134","gear",1,1
"13135","cimilar",1,1
"13136","celebrity",1,1
"13137","timor",1,1
"13138","invincible",1,1
"13139","whaler",1,1
"13140","forewarned",1,1
"13141","combative",1,1
"13142","floating",1,1
"13143","ruse",1,1
"13144","nipped",1,1
"13145","emigration.–there",1,1
"13146","twenty-three",1,1
"13147","berth",2,1
"13148","lan[?]ceston",1,1
"13149","port-philip",5,3
"13150","missionary.–the",1,1
"13151","lamented",1,1
"13152","subscriptions",2,2
"13153","chartists",5,1
"13154","again.(from",1,1
"13155","argus.)on",1,1
"13156","memorializing",1,1
"13157","mustered",1,1
"13158","obstruction",1,1
"13159","evening.–mr",1,1
"13160","resolution.–mr",1,1
"13161","chartist",3,1
"13162","spouter",1,1
"13163","purpose–that",1,1
"13164","operatives",1,1
"13165","repeatedly",1,1
"13166","convened",1,1
"13167","country–and",1,1
"13168","hissing",1,1
"13169","yelling",1,1
"13170","jack",1,1
"13171","woefully",1,1
"13172","impudence",1,1
"13173","discuss",1,1
"13174","gravely",2,2
"13175","indignantly",1,1
"13176","averred",1,1
"13177","incur",1,1
"13178","swallowed",1,1
"13179","cannibals",9,9
"13180","sagely",1,1
"13181","wicked",2,2
"13182","useless–for",1,1
"13183","childish",1,1
"13184","spouters",1,1
"13185","knocking",2,2
"13186","fraught",1,1
"13187","only–and",1,1
"13188","queen–to",1,1
"13189","stretch",1,1
"13190","obstructive",1,1
"13191","power–if",1,1
"13192","financial",1,1
"13193","manifestly",1,1
"13194","meantime",2,2
"13195","over-due",1,1
"13196","stanley",1,1
"13197","henceforth",1,1
"13198","walesmr",1,1
"13199","demnation",1,1
"13200","antecedently",1,1
"13201","murmur",1,1
"13202","averaged",1,1
"13203","assignment",2,1
"13204","maintaing",1,1
"13205","strictness",1,1
"13206","valid",1,1
"13207","exaction",1,1
"13208","oclony",1,1
"13209","impact",1,1
"13210","checking",1,1
"13211","abstracted",1,1
"13212","pressingly",1,1
"13213","intersts",1,1
"13214","cite",1,1
"13215","quorum",1,1
"13216","wales.we",1,1
"13217","cuncil",1,1
"13218","immigration",1,1
"13219","showing",1,1
"13220","immigrant",1,1
"13221","renumerating",1,1
"13222","employment.resolved",1,1
"13223","proving",1,1
"13224","able-bodied",1,1
"13225","dearth",1,1
"13226","arise.resolved",1,1
"13227","progressively",1,1
"13228","latter–the",1,1
"13229","period.resolved",1,1
"13230","adjourning",1,1
"13231","tyne",3,1
"13232","deptford",1,1
"13233","swainson",2,2
"13234","sations",1,1
"13235","patent",1,1
"13236","depot–many",1,1
"13237","rupert",1,1
"13238","companya",1,1
"13239","blackwall",1,1
"13240","improvers",1,1
"13241","bid",2,2
"13242","arrangeents",1,1
"13243","sumptuous",1,1
"13244","jos",1,1
"13245","somes",1,1
"13246","cottenham",1,1
"13247","sandon",1,1
"13248","marcus",1,1
"13249","clements",1,1
"13250","ebrington",1,1
"13251","maxwell",1,1
"13252","gowen",1,1
"13253","hinds",1,1
"13254","boulcott",1,1
"13255","hine",1,1
"13256","harland",1,1
"13257","doxatt",1,1
"13258","pennington",1,1
"13259","lean",1,1
"13260","jordan",1,1
"13261","dudley",1,1
"13262","costello",1,1
"13263","brees",1,1
"13264","r.n.&c",1,1
"13265","colonizing",1,1
"13266","first-rate",1,1
"13267","tuesday's",1,1
"13268","gazette)colonial",1,1
"13269","park",2,2
"13270","westminster",1,1
"13271","claimed",1,1
"13272","purpose.–by",1,1
"13273","gliddon",1,1
"13274","assis.-sec",1,1
"13275","letter.)–among",1,1
"13276","f.r.s",1,1
"13277","hobson",1,1
"13278","auckland",1,1
"13279","katherine",1,1
"13280","data",1,1
"13281","sources:–to",1,1
"13282","diem",1,1
"13283","tailors.–in",1,1
"13284","tailors",1,1
"13285","slopmakers",1,1
"13286","emigration.a",1,1
"13287","scale:–emigrants",1,1
"13288","startling",1,1
"13289","kingom",1,1
"13290","swell",3,3
"13291","census.the",1,1
"13292","royal.–the",1,1
"13293","pantomine",1,1
"13294","performances.music",1,1
"13295","hall.–we",1,1
"13296","pwers",1,1
"13297","cultivators",1,1
"13298","realisd",1,1
"13299","coincidence",2,1
"13300","to.martin's",1,1
"13301","paintings.–the",1,1
"13302","exhibition",10,9
"13303","paintings",2,1
"13304","creations",1,1
"13305","engravings",1,1
"13306","faint",1,1
"13307","contemplating",1,1
"13308","deluge",1,1
"13309","overlook",2,2
"13310","perishing",1,1
"13311","exquisitely",1,1
"13312","wrought",1,1
"13313","everything",3,3
"13314","terrific",1,1
"13315","pictures–pandemonium",1,1
"13316","bliss",1,1
"13317","indicative",1,1
"13318","poetic",1,1
"13319","artist",1,1
"13320","pictures",1,1
"13321","other–the",1,1
"13322","heavenly",1,1
"13323","serenity",1,1
"13324","loveliness",1,1
"13325","rests",1,1
"13326","delight",1,1
"13327","rembrandt",1,1
"13328","preservation.gordon's",1,1
"13329","diorama.–this",1,1
"13330","gordon's",1,1
"13331","tower",1,1
"13332","views.broughton-place",1,1
"13333","congregation.–we",1,1
"13334","croon",1,1
"13335","sanquhar",1,1
"13336","colleague",1,1
"13337","alleges",1,1
"13338","broughton-place",1,1
"13339","regret.cooke's",1,1
"13340","equestrian",1,1
"13341","leith.–mr",1,1
"13342","evening's",1,1
"13343","magistrates.captain",1,1
"13344","discoveries.–extracts",1,1
"13345","despatches",1,1
"13346","athenean",1,1
"13347","victoria",3,1
"13348","border",1,1
"13349","breadth",1,1
"13350","inaccessible",1,1
"13351","icebergs",1,1
"13352","parallel",2,2
"13353","pack",1,1
"13354","lofy",1,1
"13355","peaks",1,1
"13356","eternal",1,1
"13357","glaciers",1,1
"13358","summits",1,1
"13359","cliffs",3,1
"13360","mainland",1,1
"13361","volcanic",1,1
"13362","rocks",1,1
"13363","volcano",1,1
"13364","emitting",1,1
"13365","erebus",1,1
"13366","extinct",1,1
"13367","barred",1,1
"13368","elevation",1,1
"13369","thereabout",1,1
"13370","dip",1,1
"13371","declination",1,1
"13372","pole",3,1
"13373","affirmed",1,1
"13374","weddel",1,1
"13375","non-intrusion",3,1
"13376","disclosures.–in",1,1
"13377","newliston",1,1
"13378","kirknewton",1,1
"13379","disclaiming",1,1
"13380","assembly's",1,1
"13381","committee.sabbath",1,1
"13382","observance–the",1,1
"13383","sweetie",2,1
"13384","lax",1,1
"13385","unluckily",1,1
"13386","specimens",1,1
"13387","excommunicated",1,1
"13388","burying",1,1
"13389","figure",1,1
"13390","officer's",1,1
"13391","guess",1,1
"13392","reconciling",1,1
"13393","germans",1,1
"13394","stricter",1,1
"13395","butters",1,1
"13396","exploits",1,1
"13397","teutonic",1,1
"13398","uttermost",1,1
"13399","infinite",2,2
"13400","amusement",1,1
"13401","swabian",1,1
"13402","saxon",1,1
"13403","miners",1,1
"13404","riesengeberge",1,1
"13405","key's",1,1
"13406","celebrity.airdrie–anti-corn-law",1,1
"13407","secession",2,1
"13408","airdrie",3,1
"13409","compliance",1,1
"13410","m'gavin",2,1
"13411","waddell",1,1
"13412","forrester",1,1
"13413","burgh",2,1
"13414","nimmo",1,1
"13415","bookseller",1,1
"13416","baptist",1,1
"13417","occasion.kirkcudbright–address",1,1
"13418","dean",2,1
"13419","faculty–we",1,1
"13420","procurators",1,1
"13421","faculty",1,1
"13422","retirement",1,1
"13423","kirkcudbright.distress",1,1
"13424","paisley.–we",1,1
"13425","bookbinders",1,1
"13426","melange",1,1
"13427","paisley.musselburgh.–mr",1,1
"13428","committeesm",1,1
"13429","contributors",1,1
"13430","neighbourhood.presbytery",1,1
"13431","dalkeith–case",1,1
"13432","monroe.–this",1,1
"13433","monroe",3,1
"13434","fala",4,1
"13435","presentation",5,1
"13436","thereton",1,1
"13437","soutra",1,1
"13438","acceptance",1,1
"13439","presbyterial",1,1
"13440","documents.splendid",1,1
"13441","meteor.–on",1,1
"13442","meteor",3,1
"13443","unusal",1,1
"13444","moon",2,1
"13445","brightly",1,1
"13446","dazzling",2,1
"13447","blaze",2,1
"13448","illuminating",1,1
"13449","benlomond",1,1
"13450","curse",1,1
"13451","craigforth",1,1
"13452","phenomenon",1,1
"13453","oblong",1,1
"13454","silvery",1,1
"13455","luminary",1,1
"13456","flaming",1,1
"13457","dazzle",1,1
"13458","streamed",1,1
"13459","spendour",1,1
"13460","disappeared",3,2
"13461","enveloping",1,1
"13462","vivid",1,1
"13463","inclining",1,1
"13464","gargunnock",1,1
"13465","quartr",1,1
"13466","glasgow.–stirly",1,1
"13467","journal.glasgow.–the",1,1
"13468","macfarlane's",1,1
"13469","praiseworthy",1,1
"13470","erelong",1,1
"13471","possession.the",1,1
"13472","paisley.–the",1,1
"13473","decreased",1,1
"13474","kilbarchan",1,1
"13475","dependants",2,1
"13476","advertiser.the",1,1
"13477","webs",2,1
"13478","busy",1,1
"13479","warped",1,1
"13480","warpers",1,1
"13481","winders",1,1
"13482","heddle-casters",1,1
"13483","implement",1,1
"13484","trenched",1,1
"13485","ibid.ducal",1,1
"13486","generosity.–after",1,1
"13487","albert",1,1
"13488","woman's",2,1
"13489","liberation",1,1
"13490","family.–reformers",1,1
"13491","gazette.presentation.–a",1,1
"13492","vestry",1,1
"13493","pulpit",1,1
"13494","gown",1,1
"13495","cassock",1,1
"13496","witherspoon's",1,1
"13497","coltness",1,1
"13498","clarkson",1,1
"13499","croupier–when",1,1
"13500","intellectual",1,1
"13501","manner.a",1,1
"13502","rescue.–last",1,1
"13503","riding",2,2
"13504","belabouring",1,1
"13505","unmerciful",1,1
"13506","dismounted",2,1
"13507","knocked",1,1
"13508","rejoicing",1,1
"13509","recollect",1,1
"13510","council.–the",1,1
"13511","christmas",2,2
"13512","holidays.house",1,1
"13513","industry.–we",1,1
"13514","bailie",1,1
"13515","sterling.old",1,1
"13516","church.–the",1,1
"13517","congregations.prince",1,1
"13518","fund.–in",1,1
"13519","indicated",1,1
"13520","lindores",1,1
"13521","requests",1,1
"13522","treasurer.presentation",1,1
"13523","plate.–on",1,1
"13524","dessert",1,1
"13525","princes",1,1
"13526","testimonial",1,1
"13527","celtic",2,1
"13528","wright",1,1
"13529","manufacturer",1,1
"13530","theatre-royal",1,1
"13531","bona",1,1
"13532","fide",1,1
"13533","bumper",1,1
"13534","handomse",1,1
"13535","eulogium",1,1
"13536","endeared",1,1
"13537","acquaintances",1,1
"13538","massive",1,1
"13539","donaldon's",1,1
